,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
335,Paf6c22cb335,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Claris Hadley,2021-04-02,2021-08-28,148 days,2126,10488.27,1400
336,Paf6c22cd336,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Nancy Harvey,2019-05-06,2019-12-01,209 days,2469,17200.7,1100
337,Paf6c22cf337,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Eugene Daugherty,2022-07-03,2023-02-23,235 days,1645,12885.83,1200
338,Paf6c49d9338,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Joseph Castillo,2015-02-20,2015-06-30,130 days,280,1213.33,1300
339,Paf6c49db339,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Booker Philbeck,2022-10-18,2023-05-02,196 days,1879,12276.13,100
340,Paf6c49dc340,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Evelyn Carlton,2017-12-07,2018-11-19,347 days,2921,33786.23,1200
341,Paf6c49de341,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Yan Melvin,2008-08-26,2008-12-31,127 days,2918,12352.87,1000
342,Paf6c49df342,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Emily Flanagan,2019-09-09,2020-05-21,255 days,799,6791.5,900
343,Paf6c49e1343,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Velma Dunn,2012-08-21,2013-08-19,363 days,2133,25809.3,700
344,Paf6c49e2344,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Darlene Williams,2016-06-07,2016-12-13,189 days,2703,17028.9,1400
345,Paf6c49e3345,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Johnny Mengel,2017-12-10,2018-05-04,145 days,386,1865.67,1100
346,Paf6c70ea346,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Willard Greer,2010-07-22,2010-10-07,77 days,1742,4471.13,1700
347,Paf6c70eb347,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Curtis Ekberg,2019-08-15,2020-08-01,352 days,2057,24135.47,100
348,Paf6c70ec348,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Elaine Dover,2022-04-26,2023-04-05,344 days,1722,19745.6,800
349,Paf6c70ee349,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Ronald Murdock,2016-09-13,2016-12-11,89 days,1589,4714.03,1500
350,Paf6c70f0350,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Steven Lowe,2019-09-07,2020-06-29,296 days,766,7557.87,200
351,Paf6c70f2351,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Christina Hayhurst,2007-05-02,2007-10-11,162 days,1608,8683.2,1600
352,Paf6c97fc352,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Annie Arana,2014-03-09,2015-01-21,318 days,676,7165.6,1900
353,Paf6c97fe353,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Diane Hoover,2018-09-12,2018-12-18,97 days,601,1943.23,1900
354,Paf6c97ff354,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Debra Cates,2012-07-14,2013-03-19,248 days,1588,13127.47,1800
355,Paf6c9801355,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Elizabeth Johnson,2018-08-02,2019-01-14,165 days,1163,6396.5,1600
