,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
348,Pdd4f8d63348,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Greta Jones,2013-12-02,2014-05-26,175 days,1943,11334.17,200
349,Pdd4f8d65349,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Sandra Mckillop,2015-03-21,2016-03-15,360 days,917,11004.0,1400
350,Pdd4fb471350,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Brian Anders,2016-01-08,2016-10-26,292 days,2177,21189.47,400
351,Pdd4fdb84351,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Donna Quiroz,2018-02-17,2018-08-24,188 days,811,5082.27,1800
352,Pdd4fdb87352,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Miguel Herd,2019-08-15,2019-12-07,114 days,909,3454.2,1300
353,Pdd4fdb89353,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Naomi Kempf,2022-07-06,2023-03-12,249 days,380,3154.0,400
354,Pdd500297354,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Nathaniel Basquez,2022-03-10,2022-09-24,198 days,914,6032.4,1200
355,Pdd50029a355,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,David Locket,2017-06-12,2017-11-12,153 days,2729,13917.9,900
356,Pdd50029d356,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Efren Nice,2013-03-09,2013-10-04,209 days,110,766.33,1900
357,Pdd5029ab357,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Reba Lopez,2018-08-04,2019-02-16,196 days,488,3188.27,400
358,Pdd5029ad358,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Florence Bailie,2011-10-11,2012-02-23,135 days,2685,12082.5,1100
359,Pdd5029af359,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lauren Alleyne,2018-09-10,2019-07-26,319 days,931,9899.63,1900
360,Pdd5029b1360,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Matt Guest,2014-06-02,2015-01-26,238 days,2511,19920.6,1600
361,Pdd505119361,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jerome Dunn,2021-10-06,2022-03-08,153 days,2317,11816.7,1000
362,Pdd50511b362,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Carol Madison,2022-01-19,2023-01-13,359 days,1996,23885.47,1200
363,Pdd50511e363,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Mary Weeks,2022-09-21,2023-06-27,279 days,2791,25956.3,1600
364,Pdd5077d0364,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lesley Green,2022-02-01,2023-01-02,335 days,416,4645.33,1300
365,Pdd5077d2365,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Amanda Linarez,2019-08-17,2020-05-14,271 days,1315,11878.83,800
366,Pdd5077d4366,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Rhonda Mccolpin,2017-03-02,2017-11-04,247 days,2433,20031.7,500
367,Pdd509ee7367,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Janet Holland,2020-12-22,2021-04-16,115 days,2570,9851.67,1200
368,Pdd509ee9368,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Willie Steele,2020-12-23,2021-07-29,218 days,1249,9076.07,1800
369,Pdd509eeb369,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Richard Cruz,2016-01-27,2016-10-04,251 days,2914,24380.47,100
370,Pdd50c5f5370,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Rosa Bueti,2010-10-15,2011-06-16,244 days,1862,15144.27,1700
